stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,wheelchair_boarding,out_of_service
200442,200442,"Can Barata - Bages",Pal,41.51319381,2.06056303,https://app.ambmobilitat.cat/stops/busamb:200442,0,0
200443,200443,"Can Barata - Garraf",Banderola,41.51213686,2.05860677,https://app.ambmobilitat.cat/stops/busamb:200443,0,0
200444,200444,"Maresme - Ripollès",Pal,41.51017635,2.06016338,https://app.ambmobilitat.cat/stops/busamb:200444,0,0
200445,200445,"Maresme - Empordà",Pal,41.51202187,2.0627041,https://app.ambmobilitat.cat/stops/busamb:200445,0,0
200446,200446,"Camí del Monjos - Garrotxa",Pal,41.51386312,2.06453739,https://app.ambmobilitat.cat/stops/busamb:200446,0,0
200447,200447,"Camí del Monjos - C-143A",Pal,41.51527403,2.06466412,https://app.ambmobilitat.cat/stops/busamb:200447,0,0
200448,200448,"Estació Can Sant Joan",Pal,41.49066516,2.0767743,https://app.ambmobilitat.cat/stops/busamb:200448,0,0
200449,200449,"Pl. de Xavier Cugat (RTVE)",Pal,41.49242163,2.07398748,https://app.ambmobilitat.cat/stops/busamb:200449,0,0
200450,200450,"Av. Generalitat, 201 (THAU)",Pal,41.49052904,2.06973752,https://app.ambmobilitat.cat/stops/busamb:200450,0,0
200451,200451,"Av. Generalitat, 189 (Hewlett Packard)",Pal,41.49058525,2.06345177,https://app.ambmobilitat.cat/stops/busamb:200451,0,0
200452,200452,"Av. Generalitat, 171 (Roche Diagnostics)",Pal,41.49186913,2.05756365,https://app.ambmobilitat.cat/stops/busamb:200452,0,0
200453,200453,"Av. Generalitat, 167 (Deutsche Bank)",Pal,41.49227371,2.05657157,https://app.ambmobilitat.cat/stops/busamb:200453,0,0
200454,200454,"Av. Generalitat, 153 (Grífols)",Marquesina,41.49208023,2.05311856,https://app.ambmobilitat.cat/stops/busamb:200454,0,0
200455,200455,"Av. Generalitat, 160 (Grífols)",Marquesina,41.49189123,2.05352256,https://app.ambmobilitat.cat/stops/busamb:200455,0,0
200456,200456,"Av. d'Europa, 28 (Salvesen Logística)",Pal,41.48789495,2.04931653,https://app.ambmobilitat.cat/stops/busamb:200456,0,0
200457,200457,"Av. d'Europa - C. del Danubi (Correos)",Banderola,41.48718824,2.0505604,https://app.ambmobilitat.cat/stops/busamb:200457,0,0
